v4_4,Measure Type,Unit Multiplier,Data Marking,CV,calendar-years,admin-geography,ashe-statistics,ashe-sex,ashe-working-pattern,ashe-hours-and-earnings,ashe-workplace-or-residence
37.0,Count,1,,0.8,2016,E06000004,median,all,all,paid-hours-worked-basic,workplace
36.1,Count,1,,0.1,2016,K02000001,30,male,all,paid-hours-worked-basic,workplace
39.9,Count,1,,0.1,2016,E92000001,70,male,all,paid-hours-worked-basic,workplace
40.0,Count,1,,5.5,2016,E06000005,80,male,all,paid-hours-worked-basic,workplace
36.9,Count,1,,1.2,2016,E06000001,20,male,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000001,90,male,all,paid-hours-worked-basic,workplace
9.2,Count,1,,1.8,2016,E92000001,25,male,part-time,paid-hours-worked-basic,workplace
37.0,Count,1,,2.4,2016,E06000002,60,female,all,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000005,40,male,part-time,paid-hours-worked-basic,workplace
13.0,Count,1,,0.7,2016,E92000001,30,all,part-time,paid-hours-worked-basic,workplace
40.0,Count,1,,0.0,2016,K04000001,90,female,full-time,paid-hours-worked-basic,workplace
11.0,Count,1,,11.0,2016,E06000004,20,all,part-time,paid-hours-worked-basic,workplace
13.9,Count,1,,0.6,2016,E92000001,30,female,part-time,paid-hours-worked-basic,workplace
40.0,Count,1,,0.0,2016,K02000001,70,male,full-time,paid-hours-worked-basic,workplace
19.4,Count,1,,2.0,2016,E12000001,median,female,part-time,paid-hours-worked-basic,workplace
37.0,Count,1,,0.0,2016,K03000001,25,male,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000001,80,female,part-time,paid-hours-worked-basic,workplace
38.9,Count,1,,0.1,2016,K04000001,mean,male,full-time,paid-hours-worked-basic,workplace
13.6,Count,1,,13.0,2016,E06000002,20,female,part-time,paid-hours-worked-basic,workplace
37.0,Count,1,,0.0,2016,E12000001,25,male,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000001,10,all,all,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000001,10,all,part-time,paid-hours-worked-basic,workplace
40.0,Count,1,,0.1,2016,E12000001,75,male,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000003,75,all,all,paid-hours-worked-overtime,workplace
39.1,Count,1,,1.4,2016,E06000001,mean,male,full-time,paid-hours-worked-basic,workplace
,Count,1,x,22.0,2016,E06000004,40,all,all,paid-hours-worked-overtime,workplace
35.0,Count,1,,0.0,2016,K04000001,20,female,full-time,paid-hours-worked-basic,workplace
1.8,Count,1,,1.6,2016,K04000001,25,male,all,paid-hours-worked-overtime,workplace
37.5,Count,1,,2.4,2016,E06000003,60,female,full-time,paid-hours-worked-basic,workplace
5.5,Count,1,,1.6,2016,K04000001,60,male,all,paid-hours-worked-overtime,workplace
22.5,Count,1,,0.5,2016,K03000001,70,female,part-time,paid-hours-worked-basic,workplace
23.1,Count,1,,0.6,2016,K03000001,20,all,all,paid-hours-worked-basic,workplace
1.5,Count,1,,5.1,2016,E12000001,mean,male,all,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000005,80,female,part-time,paid-hours-worked-basic,workplace
37.0,Count,1,,0.8,2016,E06000002,median,all,all,paid-hours-worked-basic,workplace
1.0,Count,1,,2.0,2016,K02000001,20,female,all,paid-hours-worked-overtime,workplace
1.3,Count,1,,2.4,2016,E92000001,20,all,all,paid-hours-worked-overtime,workplace
30.0,Count,1,,9.4,2016,E06000003,30,all,all,paid-hours-worked-basic,workplace
32.7,Count,1,,0.4,2016,K04000001,median,female,all,paid-hours-worked-basic,workplace
35.6,Count,1,,0.6,2016,K04000001,60,female,all,paid-hours-worked-basic,workplace
29.0,Count,1,,0.1,2016,E92000001,mean,female,all,paid-hours-worked-basic,workplace
29.4,Count,1,,2.3,2016,E06000002,mean,female,all,paid-hours-worked-basic,workplace
29.8,Count,1,,12.0,2016,E06000003,40,female,all,paid-hours-worked-basic,workplace
39.0,Count,1,,1.6,2016,E06000003,70,all,all,paid-hours-worked-basic,workplace
37.5,Count,1,,0.0,2016,K04000001,median,all,full-time,paid-hours-worked-basic,workplace
38.0,Count,1,,0.1,2016,K03000001,60,male,all,paid-hours-worked-basic,workplace
37.5,Count,1,,0.0,2016,E06000002,median,all,full-time,paid-hours-worked-basic,workplace
40.0,Count,1,,0.0,2016,K03000001,80,male,all,paid-hours-worked-basic,workplace
11.5,Count,1,,16.0,2016,E06000002,25,all,part-time,paid-hours-worked-basic,workplace
38.0,Count,1,,0.8,2016,E12000001,60,male,all,paid-hours-worked-basic,workplace
37.5,Count,1,,1.0,2016,E06000004,70,all,all,paid-hours-worked-basic,workplace
9.0,Count,1,,2.1,2016,K04000001,80,all,full-time,paid-hours-worked-overtime,workplace
0.8,Count,1,,5.0,2016,K02000001,10,male,all,paid-hours-worked-overtime,workplace
37.5,Count,1,,2.3,2016,E06000005,mean,male,all,paid-hours-worked-basic,workplace
0.7,Count,1,,2.9,2016,E92000001,10,all,full-time,paid-hours-worked-overtime,workplace
8.5,Count,1,,2.2,2016,K02000001,75,male,all,paid-hours-worked-overtime,workplace
35.0,Count,1,,0.3,2016,K02000001,60,female,all,paid-hours-worked-basic,workplace
1.7,Count,1,,1.7,2016,E92000001,25,all,full-time,paid-hours-worked-overtime,workplace
5.5,Count,1,,1.6,2016,E92000001,60,male,all,paid-hours-worked-overtime,workplace
20.7,Count,1,,2.5,2016,E12000001,25,female,all,paid-hours-worked-basic,workplace
1.4,Count,1,,1.1,2016,K02000001,mean,male,full-time,paid-hours-worked-overtime,workplace
6.9,Count,1,,3.0,2016,K02000001,80,female,all,paid-hours-worked-overtime,workplace
6.5,Count,1,,8.2,2016,E12000001,70,all,all,paid-hours-worked-overtime,workplace
40.0,Count,1,,5.0,2016,E06000003,80,all,all,paid-hours-worked-basic,workplace
0.5,Count,1,,4.3,2016,E92000001,10,female,all,paid-hours-worked-overtime,workplace
,Count,1,x,46.0,2016,E06000002,10,all,all,paid-hours-worked-overtime,workplace
471.7,GBP,1,,3.6,2016,E06000005,mean,all,all,weekly-pay-gross,workplace
598.2,GBP,1,,2.0,2016,E12000001,75,all,all,weekly-pay-gross,workplace
,Count,1,x,64.0,2016,E06000003,median,all,all,paid-hours-worked-overtime,workplace
6.0,Count,1,,0.8,2016,K02000001,10,all,part-time,paid-hours-worked-basic,workplace
281.0,GBP,1,,1.8,2016,E12000001,40,female,all,weekly-pay-gross,workplace
3.1,Count,1,,7.4,2016,E12000001,40,male,all,paid-hours-worked-overtime,workplace
828.0,GBP,1,,3.7,2016,E12000001,90,all,all,weekly-pay-gross,workplace
,Count,1,x,29.0,2016,E06000001,20,all,part-time,paid-hours-worked-basic,workplace
266.3,GBP,1,,9.1,2016,E06000005,30,female,all,weekly-pay-gross,workplace
394.3,GBP,1,,0.3,2016,K04000001,30,male,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000002,70,male,all,paid-hours-worked-overtime,workplace
12.7,Count,1,,18.0,2016,E06000001,30,all,part-time,paid-hours-worked-basic,workplace
,Count,1,x,31.0,2016,E06000005,60,male,all,paid-hours-worked-overtime,workplace
37.0,Count,1,,2.1,2016,E06000005,60,female,all,paid-hours-worked-basic,workplace
1.6,Count,1,,1.9,2016,K02000001,20,male,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,57.0,2016,E06000001,40,male,all,paid-hours-worked-overtime,workplace
37.5,Count,1,,0.0,2016,K03000001,median,all,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000005,10,female,full-time,paid-hours-worked-overtime,workplace
2.0,Count,1,,1.5,2016,K02000001,40,female,all,paid-hours-worked-overtime,workplace
13.0,Count,1,,0.8,2016,K04000001,30,all,part-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000001,70,female,full-time,paid-hours-worked-overtime,workplace
0.5,Count,1,,7.0,2016,E12000001,mean,female,all,paid-hours-worked-overtime,workplace
24.0,Count,1,,1.6,2016,E12000001,75,all,part-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000002,30,female,full-time,paid-hours-worked-overtime,workplace
13.3,Count,1,,3.4,2016,K04000001,90,all,full-time,paid-hours-worked-overtime,workplace
12.2,Count,1,,6.0,2016,E92000001,90,all,part-time,paid-hours-worked-overtime,workplace
546.9,GBP,1,,12.0,2016,E06000004,80,female,all,weekly-pay-gross,workplace
37.0,Count,1,,1.0,2016,E06000004,median,female,full-time,paid-hours-worked-basic,workplace
430.0,GBP,1,,5.6,2016,E06000004,30,male,full-time,weekly-pay-gross,workplace
1.1,Count,1,,11.0,2016,E12000001,25,all,part-time,paid-hours-worked-overtime,workplace
364.1,GBP,1,,0.1,2016,K03000001,20,all,full-time,weekly-pay-gross,workplace
18.7,Count,1,,0.5,2016,K02000001,median,female,part-time,paid-hours-worked-basic,workplace
1.2,Count,1,,11.0,2016,E12000001,30,female,part-time,paid-hours-worked-overtime,workplace
37.5,Count,1,,0.0,2016,K02000001,60,all,all,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000003,60,all,part-time,paid-hours-worked-overtime,workplace
40.0,Count,1,,0.0,2016,K03000001,70,male,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000005,30,female,part-time,paid-hours-worked-overtime,workplace
37.5,Count,1,,0.1,2016,K04000001,70,all,all,paid-hours-worked-basic,workplace
5.5,Count,1,,1.6,2016,K03000001,60,male,full-time,paid-hours-worked-overtime,workplace
35.0,Count,1,,0.0,2016,E92000001,10,male,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000001,25,female,part-time,paid-hours-worked-overtime,workplace
30.0,Count,1,,0.8,2016,E12000001,30,all,all,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000001,70,male,part-time,paid-hours-worked-overtime,workplace
20.0,Count,1,,0.5,2016,K02000001,60,male,part-time,paid-hours-worked-basic,workplace
953.4,GBP,1,,0.3,2016,K02000001,90,all,all,weekly-pay-gross,workplace
39.9,Count,1,,0.1,2016,K02000001,70,male,all,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000004,median,male,part-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000005,30,male,part-time,paid-hours-worked-basic,workplace
440.0,GBP,1,,0.1,2016,K03000001,median,all,all,weekly-pay-gross,workplace
40.0,Count,1,,0.0,2016,K04000001,75,male,all,paid-hours-worked-basic,workplace
3.5,Count,1,,2.6,2016,K02000001,60,female,full-time,paid-hours-worked-overtime,workplace
37.5,Count,1,,0.0,2016,K04000001,60,female,full-time,paid-hours-worked-basic,workplace
277.2,GBP,1,,0.2,2016,K03000001,25,all,all,weekly-pay-gross,workplace
39.0,Count,1,,1.3,2016,E06000004,70,male,all,paid-hours-worked-basic,workplace
2.0,Count,1,,2.5,2016,K03000001,40,female,full-time,paid-hours-worked-overtime,workplace
,Count,1,x,x,2016,E06000003,10,female,part-time,paid-hours-worked-basic,workplace
373.0,GBP,1,,0.2,2016,K03000001,40,all,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000004,90,male,all,paid-hours-worked-basic,workplace
0.5,Count,1,,2.3,2016,K04000001,mean,female,full-time,paid-hours-worked-overtime,workplace
13.0,Count,1,,2.7,2016,K02000001,90,all,all,paid-hours-worked-overtime,workplace
517.5,GBP,1,,0.2,2016,K03000001,60,all,all,weekly-pay-gross,workplace
39.0,Count,1,,0.6,2016,E12000001,75,all,full-time,paid-hours-worked-basic,workplace
,Count,1,x,33.0,2016,E06000002,60,female,full-time,paid-hours-worked-overtime,workplace
8.8,Count,1,,1.7,2016,K03000001,80,all,all,paid-hours-worked-overtime,workplace
141.7,GBP,1,,0.6,2016,K04000001,10,all,all,weekly-pay-gross,workplace
39.1,Count,1,,4.3,2016,E06000001,75,all,full-time,paid-hours-worked-basic,workplace
,Count,1,x,x,2016,E06000005,80,all,all,paid-hours-worked-overtime,workplace
135.0,GBP,1,,0.6,2016,E92000001,10,all,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000003,90,all,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,22.0,2016,E06000005,80,female,full-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000004,25,female,full-time,paid-hours-worked-overtime,workplace
4.1,Count,1,,2.2,2016,K04000001,median,male,all,paid-hours-worked-overtime,workplace
389.2,GBP,1,,1.4,2016,E12000001,median,all,all,weekly-pay-excluding-overtime,workplace
37.5,Count,1,,0.0,2016,E12000001,40,male,full-time,paid-hours-worked-basic,workplace
,GBP,1,x,x,2016,E06000005,90,female,all,weekly-pay-gross,workplace
,Count,1,x,53.0,2016,E06000003,median,male,all,paid-hours-worked-overtime,workplace
783.6,GBP,1,,0.4,2016,E92000001,75,male,all,weekly-pay-gross,workplace
37.5,Count,1,,1.4,2016,E06000001,40,male,full-time,paid-hours-worked-basic,workplace
380.0,GBP,1,,18.0,2016,E06000003,70,female,all,weekly-pay-gross,workplace
5.7,Count,1,,3.0,2016,K03000001,75,female,all,paid-hours-worked-overtime,workplace
683.8,GBP,1,,2.5,2016,E12000001,75,male,all,weekly-pay-gross,workplace
39.9,Count,1,,4.8,2016,E06000001,70,male,full-time,paid-hours-worked-basic,workplace
283.3,GBP,1,,6.8,2016,E06000004,40,female,all,weekly-pay-gross,workplace
,Count,1,x,32.0,2016,E06000001,mean,female,all,paid-hours-worked-overtime,workplace
114.6,GBP,1,,2.8,2016,E12000001,10,female,all,weekly-pay-gross,workplace
11.0,Count,1,,2.4,2016,K02000001,30,male,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,x,2016,E06000004,90,female,all,weekly-pay-gross,workplace
,Count,1,x,43.0,2016,E06000005,median,all,full-time,paid-hours-worked-overtime,workplace
170.3,GBP,1,,2.9,2016,E12000001,20,female,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000001,40,male,part-time,paid-hours-worked-basic,workplace
362.0,GBP,1,,7.4,2016,E06000003,30,all,full-time,weekly-pay-gross,workplace
,Count,1,x,38.0,2016,E06000001,60,all,full-time,paid-hours-worked-overtime,workplace
456.6,GBP,1,,14.0,2016,E06000002,70,female,all,weekly-pay-gross,workplace
,Count,1,x,36.0,2016,E06000002,30,male,part-time,paid-hours-worked-basic,workplace
610.4,GBP,1,,1.3,2016,E12000001,mean,male,full-time,weekly-pay-gross,workplace
80.9,GBP,1,,18.0,2016,E06000001,10,female,all,weekly-pay-excluding-overtime,workplace
1.0,Count,1,,0.9,2016,K02000001,mean,all,all,paid-hours-worked-overtime,workplace
29.0,Count,1,,0.6,2016,K03000001,40,female,all,paid-hours-worked-basic,workplace
229.6,GBP,1,,0.3,2016,K02000001,30,female,all,weekly-pay-excluding-overtime,workplace
164.3,GBP,1,,14.0,2016,E06000001,median,all,part-time,weekly-pay-gross,workplace
18.0,Count,1,,0.3,2016,E92000001,20,female,all,paid-hours-worked-basic,workplace
,Count,1,x,85.0,2016,E06000004,25,all,part-time,paid-hours-worked-overtime,workplace
175.0,GBP,1,,13.0,2016,E06000001,30,female,all,weekly-pay-excluding-overtime,workplace
13.0,Count,1,,3.2,2016,E92000001,90,all,all,paid-hours-worked-overtime,workplace
23.0,Count,1,,1.7,2016,E12000001,30,female,all,paid-hours-worked-basic,workplace
116.2,GBP,1,,13.0,2016,E06000002,10,female,all,weekly-pay-excluding-overtime,workplace
390.5,GBP,1,,1.4,2016,E12000001,25,male,full-time,weekly-pay-gross,workplace
16.1,Count,1,,12.0,2016,E06000003,20,female,all,paid-hours-worked-basic,workplace
0.9,Count,1,,10.0,2016,E12000001,10,male,full-time,paid-hours-worked-overtime,workplace
341.3,GBP,1,,6.5,2016,E06000002,median,female,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,34.0,2016,E06000002,70,all,all,paid-hours-worked-overtime,workplace
32.5,Count,1,,5.6,2016,E06000001,60,female,all,paid-hours-worked-basic,workplace
406.8,GBP,1,,0.3,2016,E92000001,30,all,full-time,weekly-pay-excluding-overtime,workplace
660.5,GBP,1,,14.0,2016,E06000003,70,male,full-time,weekly-pay-gross,workplace
245.8,GBP,1,,1.6,2016,K02000001,75,male,part-time,weekly-pay-gross,workplace
900.0,GBP,1,,4.2,2016,E12000001,90,all,full-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000005,90,all,part-time,paid-hours-worked-overtime,workplace
22.6,Count,1,,0.6,2016,K02000001,70,female,part-time,paid-hours-worked-basic,workplace
247.1,GBP,1,,2.0,2016,E92000001,75,male,part-time,weekly-pay-gross,workplace
38.9,Count,1,,0.1,2016,K02000001,75,all,all,paid-hours-worked-basic,workplace
550.3,GBP,1,,3.2,2016,E06000005,mean,all,full-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000002,80,all,part-time,paid-hours-worked-overtime,workplace
14.0,Count,1,,0.5,2016,K03000001,30,female,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,37.0,2016,E06000002,60,male,part-time,weekly-pay-gross,workplace
38.0,Count,1,,0.9,2016,E12000001,75,all,all,paid-hours-worked-basic,workplace
316.4,GBP,1,,4.4,2016,E06000003,20,all,full-time,weekly-pay-gross,workplace
,Count,1,x,61.0,2016,E06000003,mean,all,part-time,paid-hours-worked-overtime,workplace
6.1,Count,1,,1.0,2016,K04000001,10,female,part-time,paid-hours-worked-basic,workplace
575.6,GBP,1,,15.0,2016,E06000005,70,female,full-time,weekly-pay-gross,workplace
35.0,Count,1,,4.7,2016,E06000002,40,all,all,paid-hours-worked-basic,workplace
143.2,GBP,1,,16.0,2016,E06000001,40,all,part-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000003,75,all,part-time,paid-hours-worked-overtime,workplace
25.0,Count,1,,0.1,2016,E92000001,80,female,part-time,paid-hours-worked-basic,workplace
180.6,GBP,1,,0.5,2016,E92000001,median,female,part-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000001,80,male,all,paid-hours-worked-basic,workplace
,GBP,1,x,x,2016,E06000001,90,all,part-time,weekly-pay-gross,workplace
,Count,1,x,53.0,2016,E06000002,30,male,full-time,paid-hours-worked-overtime,workplace
6.9,Count,1,,8.0,2016,E12000001,10,female,part-time,paid-hours-worked-basic,workplace
180.7,GBP,1,,2.9,2016,E12000001,median,female,part-time,weekly-pay-gross,workplace
28.0,Count,1,,0.5,2016,K02000001,90,all,part-time,paid-hours-worked-basic,workplace
115.2,GBP,1,,0.9,2016,K03000001,30,male,part-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000002,80,male,full-time,paid-hours-worked-overtime,workplace
15.7,Count,1,,11.0,2016,E06000003,40,female,part-time,paid-hours-worked-basic,workplace
,GBP,1,x,33.0,2016,E06000003,70,female,part-time,weekly-pay-gross,workplace
22.5,Count,1,,11.0,2016,E06000005,70,all,part-time,paid-hours-worked-basic,workplace
115.2,GBP,1,,1.0,2016,K04000001,30,male,part-time,weekly-pay-gross,workplace
16.8,Count,1,,11.0,2016,K04000001,90,male,part-time,paid-hours-worked-overtime,workplace
348.9,GBP,1,,0.3,2016,E92000001,25,female,full-time,weekly-pay-excluding-overtime,workplace
,GBP,1,x,x,2016,E06000003,90,female,full-time,weekly-pay-gross,workplace
8.3,Count,1,,1.9,2016,E92000001,20,male,part-time,paid-hours-worked-basic,workplace
3.5,Count,1,,3.1,2016,K04000001,60,female,full-time,paid-hours-worked-overtime,workplace
371.7,GBP,1,,0.3,2016,K02000001,30,female,full-time,weekly-pay-excluding-overtime,workplace
1.3,Count,1,,8.0,2016,E12000001,25,female,all,paid-hours-worked-overtime,workplace
344.5,GBP,1,,4.9,2016,E06000002,25,female,full-time,weekly-pay-gross,workplace
2.0,Count,1,,3.1,2016,K04000001,40,female,part-time,paid-hours-worked-overtime,workplace
0.5,Count,1,,4.0,2016,K02000001,10,female,all,paid-hours-worked-overtime,workplace
536.8,GBP,1,,12.0,2016,E06000003,75,all,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000005,80,male,full-time,paid-hours-worked-basic,workplace
717.6,GBP,1,,0.2,2016,K02000001,80,all,all,weekly-pay-excluding-overtime,workplace
330.6,GBP,1,,5.5,2016,E06000002,25,male,all,weekly-pay-gross,workplace
0.5,Count,1,,2.2,2016,K04000001,10,female,all,paid-hours-worked-overtime,workplace
376.8,GBP,1,,0.2,2016,K02000001,30,male,all,weekly-pay-excluding-overtime,workplace
40.0,Count,1,,0.0,2016,K02000001,90,female,full-time,paid-hours-worked-basic,workplace
,GBP,1,x,39.0,2016,E06000002,90,all,all,weekly-pay-excluding-overtime,workplace
349.1,GBP,1,,0.2,2016,K02000001,median,female,all,weekly-pay-gross,workplace
1.4,Count,1,,9.4,2016,E12000001,30,female,all,paid-hours-worked-overtime,workplace
297.3,GBP,1,,13.0,2016,E06000002,20,male,all,weekly-pay-excluding-overtime,workplace
32.4,Count,1,,0.4,2016,E12000001,10,female,full-time,paid-hours-worked-basic,workplace
300.6,GBP,1,,8.3,2016,E06000003,40,all,all,weekly-pay-excluding-overtime,workplace
196.9,GBP,1,,12.0,2016,E06000001,30,female,all,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000005,20,female,all,paid-hours-worked-overtime,workplace
,GBP,1,x,x,2016,E06000003,90,male,all,weekly-pay-excluding-overtime,workplace
13.9,Count,1,,4.5,2016,E12000001,25,female,part-time,paid-hours-worked-basic,workplace
27.6,Count,1,,0.4,2016,E92000001,25,all,all,paid-hours-worked-basic,workplace
,GBP,1,x,24.0,2016,E06000004,90,all,all,weekly-pay-excluding-overtime,workplace
1068.8,GBP,1,,0.8,2016,K04000001,90,all,full-time,weekly-pay-gross,workplace
,Count,1,x,x,2016,E06000003,60,female,all,paid-hours-worked-overtime,workplace
216.2,GBP,1,,16.0,2016,E06000004,10,male,all,weekly-pay-excluding-overtime,workplace
12.9,Count,1,,13.0,2016,E06000003,20,female,part-time,paid-hours-worked-basic,workplace
27.0,Count,1,,10.0,2016,E06000003,25,all,all,paid-hours-worked-basic,workplace
514.2,GBP,1,,11.0,2016,E06000001,60,male,all,weekly-pay-excluding-overtime,workplace
,GBP,1,x,25.0,2016,E06000001,80,all,full-time,weekly-pay-gross,workplace
5.0,Count,1,,8.2,2016,E12000001,60,all,full-time,paid-hours-worked-overtime,workplace
260.0,GBP,1,,8.8,2016,E06000005,30,female,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,x,2016,E06000003,90,female,part-time,paid-hours-worked-basic,workplace
38.6,Count,1,,1.6,2016,E06000005,60,male,all,paid-hours-worked-basic,workplace
537.8,GBP,1,,6.9,2016,E06000004,60,male,all,weekly-pay-excluding-overtime,workplace
205.2,GBP,1,,2.2,2016,E12000001,60,all,part-time,weekly-pay-gross,workplace
0.5,Count,1,,6.0,2016,K04000001,10,all,part-time,paid-hours-worked-overtime,workplace
34.6,Count,1,,2.2,2016,E06000002,10,all,full-time,paid-hours-worked-basic,workplace
,Count,1,x,40.0,2016,E06000002,25,male,full-time,paid-hours-worked-overtime,workplace
158.2,GBP,1,,14.0,2016,E06000003,25,female,all,weekly-pay-excluding-overtime,workplace
,Count,1,x,60.0,2016,E06000003,60,all,all,paid-hours-worked-overtime,workplace
34.0,Count,1,,5.4,2016,E06000002,median,female,all,paid-hours-worked-basic,workplace
